,Accession,Dataset,Tissue,CellLine,PrimaryCell,Lab,Link,DataType,Controls
93,ENCFF000AKQ,/experiments/ENCSR000AUJ/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AKQ/@@download/ENCFF000AKQ.bigWig,signal,"/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/"
95,ENCFF000BXV,/experiments/ENCSR000AKT/,.,K562,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BXV/@@download/ENCFF000BXV.bigWig,signal,"/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/"
98,ENCFF000AYA,/experiments/ENCSR000AND/,.,H1,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AYA/@@download/ENCFF000AYA.bigWig,signal,"/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/"
101,ENCFF000AKA,/experiments/ENCSR000AUN/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AKA/@@download/ENCFF000AKA.bigWig,signal,"/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/"
103,ENCFF000BYB,/experiments/ENCSR000AKU/,.,K562,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig,signal,"/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/"
105,ENCFF000AQS,/experiments/ENCSR000ARB/,.,DND-41,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AQS/@@download/ENCFF000AQS.bigWig,signal,"/files/ENCFF000ANS/, /files/ENCFF000ANU/, /files/ENCFF000ANX/, /files/ENCFF000AOF/, /files/ENCFF000AOG/, /files/ENCFF596NBD/, /files/ENCFF520YRJ/, /files/ENCFF181BIE/, /files/ENCFF531LXG/, /files/ENCFF095OKQ/, /files/ENCFF247ZSR/, /files/ENCFF245LFR/, /files/ENCFF833VDQ/, /files/ENCFF217HXU/"
109,ENCFF000AQG,/experiments/ENCSR000ASX/,.,DND-41,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AQG/@@download/ENCFF000AQG.bigWig,signal,"/files/ENCFF000ANS/, /files/ENCFF000ANU/, /files/ENCFF000ANX/, /files/ENCFF000AOF/, /files/ENCFF000AOG/, /files/ENCFF596NBD/, /files/ENCFF520YRJ/, /files/ENCFF181BIE/, /files/ENCFF531LXG/, /files/ENCFF095OKQ/, /files/ENCFF247ZSR/, /files/ENCFF245LFR/, /files/ENCFF833VDQ/, /files/ENCFF217HXU/"
111,ENCFF001GBJ,/experiments/ENCSR000DXB/,.,Panc1,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001GBJ/@@download/ENCFF001GBJ.bigWig,raw signal,"/files/ENCFF001HVY/, /files/ENCFF001HVZ/, /files/ENCFF001HWJ/, /files/ENCFF412RVB/, /files/ENCFF737CAX/, /files/ENCFF019JPI/, /files/ENCFF630QVS/"
112,ENCFF001GBL,/experiments/ENCSR000DXB/,.,Panc1,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001GBL/@@download/ENCFF001GBL.bigWig,raw signal,"/files/ENCFF001HVY/, /files/ENCFF001HVZ/, /files/ENCFF001HWJ/, /files/ENCFF412RVB/, /files/ENCFF737CAX/, /files/ENCFF019JPI/, /files/ENCFF630QVS/"
114,ENCFF000BCJ,/experiments/ENCSR000AOE/,.,HeLa-S3,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BCJ/@@download/ENCFF000BCJ.bigWig,signal,"/files/ENCFF000BAF/, /files/ENCFF000BAH/, /files/ENCFF000BAI/, /files/ENCFF000BAO/, /files/ENCFF000BAU/, /files/ENCFF954DWW/, /files/ENCFF713YQB/, /files/ENCFF818YAG/, /files/ENCFF432JPE/, /files/ENCFF250XLH/, /files/ENCFF930VIN/, /files/ENCFF451SVK/, /files/ENCFF385UZW/, /files/ENCFF820FDY/"
115,ENCFF000BFJ,/experiments/ENCSR000AOL/,.,HepG2,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BFJ/@@download/ENCFF000BFJ.bigWig,signal,"/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/"
116,ENCFF000ARW,/experiments/ENCSR000AOV/,.,GM12878,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000ARW/@@download/ENCFF000ARW.bigWig,signal,"/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/"
122,ENCFF000BDI,/experiments/ENCSR000AOI/,.,HeLa-S3,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BDI/@@download/ENCFF000BDI.bigWig,signal,"/files/ENCFF000BAF/, /files/ENCFF000BAH/, /files/ENCFF000BAI/, /files/ENCFF000BAO/, /files/ENCFF000BAU/, /files/ENCFF954DWW/, /files/ENCFF713YQB/, /files/ENCFF818YAG/, /files/ENCFF432JPE/, /files/ENCFF250XLH/, /files/ENCFF930VIN/, /files/ENCFF451SVK/, /files/ENCFF385UZW/, /files/ENCFF820FDY/"
131,ENCFF001FWL,/experiments/ENCSR000DWB/,.,K562,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001FWL/@@download/ENCFF001FWL.bigWig,raw signal,"/files/ENCFF001HTM/, /files/ENCFF001HTN/, /files/ENCFF001HTT/, /files/ENCFF873PSH/, /files/ENCFF518TNE/, /files/ENCFF789FCV/, /files/ENCFF465CVS/"
132,ENCFF001FWN,/experiments/ENCSR000DWB/,.,K562,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001FWN/@@download/ENCFF001FWN.bigWig,raw signal,"/files/ENCFF001HTM/, /files/ENCFF001HTN/, /files/ENCFF001HTT/, /files/ENCFF873PSH/, /files/ENCFF518TNE/, /files/ENCFF789FCV/, /files/ENCFF465CVS/"
133,ENCFF000AJM,/experiments/ENCSR000ASH/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AJM/@@download/ENCFF000AJM.bigWig,signal,"/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/"
134,ENCFF000ATA,/experiments/ENCSR000AKE/,.,GM12878,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000ATA/@@download/ENCFF000ATA.bigWig,signal,"/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/"
135,ENCFF000BXQ,/experiments/ENCSR000AKS/,.,K562,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig,signal,"/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/"
139,ENCFF001EVL,/experiments/ENCSR000DQZ/,.,GM12864,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001EVL/@@download/ENCFF001EVL.bigWig,raw signal,"/files/ENCFF001HBZ/, /files/ENCFF001HCA/, /files/ENCFF001HCM/, /files/ENCFF749RTG/, /files/ENCFF219TDW/, /files/ENCFF675VCI/, /files/ENCFF437XQZ/"
140,ENCFF001EVN,/experiments/ENCSR000DQZ/,.,GM12864,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001EVN/@@download/ENCFF001EVN.bigWig,raw signal,"/files/ENCFF001HBZ/, /files/ENCFF001HCA/, /files/ENCFF001HCM/, /files/ENCFF749RTG/, /files/ENCFF219TDW/, /files/ENCFF675VCI/, /files/ENCFF437XQZ/"
143,ENCFF000ALW,/experiments/ENCSR000ATP/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000ALW/@@download/ENCFF000ALW.bigWig,signal,"/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/"
147,ENCFF000VHT,/experiments/ENCSR000EXA/,.,NT2/D1,.,"Peggy Farnham, USC",https://www.encodeproject.org/files/ENCFF000VHT/@@download/ENCFF000VHT.bigWig,signal,"/files/ENCFF000VII/, /files/ENCFF000VIJ/, /files/ENCFF000VJV/, /files/ENCFF000ZMW/, /files/ENCFF000ZMZ/, /files/ENCFF000ZNE/, /files/ENCFF585ORN/, /files/ENCFF513RSP/, /files/ENCFF205KMO/, /files/ENCFF293DEQ/"
149,ENCFF001GFB,/experiments/ENCSR000DXO/,.,SK-N-SH,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001GFB/@@download/ENCFF001GFB.bigWig,raw signal,"/files/ENCFF001HXR/, /files/ENCFF001HXS/, /files/ENCFF001HYC/, /files/ENCFF476JOC/, /files/ENCFF968MUT/, /files/ENCFF005RVN/, /files/ENCFF328BRW/"
150,ENCFF001GFC,/experiments/ENCSR000DXO/,.,SK-N-SH,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001GFC/@@download/ENCFF001GFC.bigWig,raw signal,"/files/ENCFF001HXR/, /files/ENCFF001HXS/, /files/ENCFF001HYC/, /files/ENCFF476JOC/, /files/ENCFF968MUT/, /files/ENCFF005RVN/, /files/ENCFF328BRW/"
152,ENCFF000AVH,/experiments/ENCSR000AMI/,.,H1,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AVH/@@download/ENCFF000AVH.bigWig,signal,
153,ENCFF000AYY,/experiments/ENCSR000AVC/,.,H1,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AYY/@@download/ENCFF000AYY.bigWig,signal,"/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/"
154,ENCFF000AVT,/experiments/ENCSR000ASY/,.,H1,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AVT/@@download/ENCFF000AVT.bigWig,signal,"/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/"
155,ENCFF000AZC,/experiments/ENCSR000AUQ/,.,H1,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AZC/@@download/ENCFF000AZC.bigWig,signal,"/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/"
